BinId	Markerlineage	genomes	markers	marker_sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
12C16O_72h_100_P14_coass_bin.12.fa	k__Bacteria (UID203)	5449	104	58	58	40	6	0	0	0	58.79	8.62	33.33
12C16O_72h_100_P14_coass_bin.13.fa	p__Actinobacteria (UID1454)	732	196	114	82	96	16	2	0	0	61.07	9.86	36.36
12C16O_72h_100_P14_coass_bin.14.fa	k__Archaea (UID2)	207	145	103	8	133	4	0	0	0	94.42	3.24	50.00
12C16O_72h_100_P14_coass_bin.15.fa	p__Actinobacteria (UID1454)	732	199	116	81	107	11	0	0	0	56.75	4.80	9.09
12C16O_72h_100_P14_coass_bin.16.fa	f__Bradyrhizobiaceae (UID3695)	47	693	296	233	444	16	0	0	0	71.37	3.33	50.00
12C16O_72h_100_P14_coass_bin.17.fa	k__Bacteria (UID203)	5449	104	58	62	42	0	0	0	0	61.21	0.00	0.00
12C16O_72h_100_P14_coass_bin.18.fa	o__Rhizobiales (UID3642)	107	485	316	173	304	8	0	0	0	66.04	1.61	25.00
12C16O_72h_100_P14_coass_bin.19.fa	p__Actinobacteria (UID1454)	732	199	116	90	90	15	3	1	0	53.25	7.31	10.00
12C16O_72h_100_P14_coass_bin.2.fa	k__Bacteria (UID203)	5449	104	58	58	36	10	0	0	0	59.87	6.27	30.00
12C16O_72h_100_P14_coass_bin.20.fa	k__Bacteria (UID1453)	901	171	117	49	118	4	0	0	0	82.74	3.42	25.00
12C16O_72h_100_P14_coass_bin.21.fa	o__Actinomycetales (UID1697)	387	330	193	131	196	3	0	0	0	64.38	1.21	66.67
12C16O_72h_100_P14_coass_bin.22.fa	p__Actinobacteria (UID1454)	732	199	116	53	142	4	0	0	0	75.50	2.33	0.00
12C16O_72h_100_P14_coass_bin.23.fa	o__Actinomycetales (UID1663)	488	309	185	108	191	10	0	0	0	65.87	2.48	30.00
12C16O_72h_100_P14_coass_bin.24.fa	k__Bacteria (UID1452)	924	161	108	32	125	4	0	0	0	89.22	3.24	0.00
12C16O_72h_100_P14_coass_bin.25.fa	k__Archaea (UID2)	207	145	103	9	130	6	0	0	0	92.48	4.53	66.67
12C16O_72h_100_P14_coass_bin.26.fa	p__Actinobacteria (UID1454)	732	199	116	43	151	5	0	0	0	87.10	4.31	0.00
12C16O_72h_100_P14_coass_bin.27.fa	p__Actinobacteria (UID1454)	732	199	116	42	139	17	1	0	0	86.87	9.77	5.00
12C16O_72h_100_P14_coass_bin.28.fa	k__Bacteria (UID2495)	2993	147	91	25	116	6	0	0	0	89.01	5.01	66.67
12C16O_72h_100_P14_coass_bin.29.fa	o__Actinomycetales (UID1697)	387	330	193	5	323	2	0	0	0	98.27	0.69	0.00
12C16O_72h_100_P14_coass_bin.3.fa	p__Actinobacteria (UID1454)	732	199	116	103	95	1	0	0	0	57.87	0.86	0.00
12C16O_72h_100_P14_coass_bin.30.fa	k__Bacteria (UID203)	5449	104	58	64	38	2	0	0	0	59.66	3.45	0.00
12C16O_72h_100_P14_coass_bin.31.fa	k__Bacteria (UID203)	5449	104	58	59	42	3	0	0	0	57.52	5.17	33.33
12C16O_72h_100_P14_coass_bin.33.fa	c__Alphaproteobacteria (UID3305)	564	345	226	94	226	24	1	0	0	78.65	8.49	25.93
12C16O_72h_100_P14_coass_bin.34.fa	k__Bacteria (UID203)	5449	104	58	67	36	1	0	0	0	50.31	0.86	100.00
12C16O_72h_100_P14_coass_bin.35.fa	c__Deltaproteobacteria (UID3216)	83	247	155	86	147	12	2	0	0	72.08	6.25	16.67
12C16O_72h_100_P14_coass_bin.36.fa	k__Bacteria (UID2982)	88	230	148	112	116	2	0	0	0	51.28	0.90	0.00
12C16O_72h_100_P14_coass_bin.38.fa	o__Actinomycetales (UID1663)	488	309	185	125	168	14	2	0	0	65.65	6.49	5.00
12C16O_72h_100_P14_coass_bin.4.fa	p__Proteobacteria (UID3880)	1495	261	164	110	149	2	0	0	0	55.69	0.65	0.00
12C16O_72h_100_P14_coass_bin.5.fa	k__Bacteria (UID1452)	924	158	106	2	156	0	0	0	0	98.11	0.00	0.00
12C16O_72h_100_P14_coass_bin.6.fa	k__Bacteria (UID1452)	924	161	108	15	139	7	0	0	0	92.53	3.81	28.57
12C16O_72h_100_P14_coass_bin.7.fa	k__Bacteria (UID203)	5449	104	58	67	30	7	0	0	0	56.90	9.48	14.29
12C16O_72h_100_P14_coass_bin.8.fa	k__Bacteria (UID203)	5449	104	58	62	39	3	0	0	0	63.79	4.31	66.67
12C16O_72h_100_P14_coass_bin.9.fa	k__Bacteria (UID203)	5449	104	58	67	35	2	0	0	0	51.15	3.45	50.00
12C16O_72h_100_P16_coass_bin.1.fa	p__Actinobacteria (UID1454)	732	199	116	103	86	9	1	0	0	54.11	6.47	8.33
12C16O_72h_100_P16_coass_bin.10.fa	k__Bacteria (UID3187)	2258	187	116	69	102	15	1	0	0	63.81	6.43	11.11
12C16O_72h_100_P16_coass_bin.11.fa	p__Actinobacteria (UID1454)	732	199	116	97	95	5	2	0	0	59.17	5.60	9.09
12C16O_72h_100_P16_coass_bin.12.fa	k__Bacteria (UID203)	5449	104	58	57	46	1	0	0	0	68.97	1.72	0.00
12C16O_72h_100_P16_coass_bin.13.fa	k__Bacteria (UID203)	5449	104	58	52	48	4	0	0	0	64.42	2.41	50.00
12C16O_72h_100_P16_coass_bin.14.fa	o__Actinomycetales (UID1593)	69	400	198	158	237	5	0	0	0	69.11	1.22	20.00
12C16O_72h_100_P16_coass_bin.15.fa	o__Rhizobiales (UID3654)	92	480	318	82	381	17	0	0	0	87.42	3.34	41.18
12C16O_72h_100_P16_coass_bin.16.fa	k__Bacteria (UID1453)	901	171	117	31	137	3	0	0	0	90.17	2.56	0.00
12C16O_72h_100_P16_coass_bin.17.fa	k__Bacteria (UID203)	5449	104	58	59	38	7	0	0	0	51.10	6.72	0.00
12C16O_72h_100_P16_coass_bin.18.fa	p__Actinobacteria (UID1454)	732	200	117	59	132	9	0	0	0	71.78	3.68	44.44
12C16O_72h_100_P16_coass_bin.19.fa	f__Bradyrhizobiaceae (UID3695)	47	693	296	217	453	22	1	0	0	70.16	5.01	48.00
12C16O_72h_100_P16_coass_bin.2.fa	k__Archaea (UID2)	207	145	103	15	118	12	0	0	0	88.19	1.79	25.00
12C16O_72h_100_P16_coass_bin.20.fa	k__Bacteria (UID203)	5449	103	57	70	30	3	0	0	0	51.91	4.39	33.33
12C16O_72h_100_P16_coass_bin.21.fa	k__Bacteria (UID203)	5449	102	57	37	46	15	4	0	0	55.74	5.26	22.22
12C16O_72h_100_P16_coass_bin.22.fa	k__Bacteria (UID203)	5449	102	57	61	39	2	0	0	0	56.14	3.51	0.00
12C16O_72h_100_P16_coass_bin.23.fa	p__Actinobacteria (UID1454)	732	199	116	64	120	15	0	0	0	74.22	9.91	13.33
12C16O_72h_100_P16_coass_bin.24.fa	o__Actinomycetales (UID1697)	387	330	193	114	203	12	1	0	0	68.14	3.12	6.67
12C16O_72h_100_P16_coass_bin.25.fa	k__Bacteria (UID203)	5449	104	58	64	40	0	0	0	0	51.72	0.00	0.00
12C16O_72h_100_P16_coass_bin.26.fa	k__Archaea (UID2)	207	145	103	10	134	1	0	0	0	91.99	0.97	0.00
12C16O_72h_100_P16_coass_bin.27.fa	k__Bacteria (UID1452)	924	160	109	43	104	13	0	0	0	83.74	8.46	30.77
12C16O_72h_100_P16_coass_bin.28.fa	k__Bacteria (UID203)	5449	104	58	63	36	5	0	0	0	59.20	8.62	20.00
12C16O_72h_100_P16_coass_bin.29.fa	k__Bacteria (UID203)	5449	104	58	57	47	0	0	0	0	70.69	0.00	0.00
12C16O_72h_100_P16_coass_bin.3.fa	c__Alphaproteobacteria (UID3305)	564	345	226	87	237	21	0	0	0	75.85	3.98	28.57
12C16O_72h_100_P16_coass_bin.30.fa	p__Actinobacteria (UID1454)	732	199	116	50	139	10	0	0	0	83.41	5.78	10.00
12C16O_72h_100_P16_coass_bin.31.fa	k__Bacteria (UID203)	5449	103	57	66	35	2	0	0	0	54.39	2.63	50.00
12C16O_72h_100_P16_coass_bin.32.fa	k__Bacteria (UID2495)	2993	147	91	57	88	2	0	0	0	65.31	1.65	0.00
12C16O_72h_100_P16_coass_bin.33.fa	k__Bacteria (UID1452)	924	158	106	0	158	0	0	0	0	100.00	0.00	0.00
12C16O_72h_100_P16_coass_bin.34.fa	o__Actinomycetales (UID1697)	387	330	193	8	321	1	0	0	0	97.24	0.52	0.00
12C16O_72h_100_P16_coass_bin.35.fa	k__Bacteria (UID203)	5449	104	58	58	42	4	0	0	0	55.94	2.41	75.00
12C16O_72h_100_P16_coass_bin.36.fa	f__Xanthomonadaceae (UID4214)	55	659	290	54	595	10	0	0	0	98.85	1.86	0.00
12C16O_72h_100_P16_coass_bin.37.fa	k__Bacteria (UID1452)	924	161	108	13	135	13	0	0	0	94.75	7.47	46.15
12C16O_72h_100_P16_coass_bin.38.fa	o__Rhizobiales (UID3642)	107	485	316	76	382	27	0	0	0	85.96	6.12	11.11
12C16O_72h_100_P16_coass_bin.39.fa	k__Bacteria (UID2495)	2993	147	91	21	117	8	1	0	0	89.41	8.79	27.27
12C16O_72h_100_P16_coass_bin.4.fa	o__Rhizobiales (UID3654)	92	481	319	197	256	23	5	0	0	57.91	4.53	10.53
12C16O_72h_100_P16_coass_bin.40.fa	k__Bacteria (UID203)	5449	104	58	64	35	5	0	0	0	54.31	6.90	40.00
12C16O_72h_100_P16_coass_bin.41.fa	o__Actinomycetales (UID1697)	387	330	193	69	243	18	0	0	0	84.06	7.77	11.11
12C16O_72h_100_P16_coass_bin.42.fa	f__Bradyrhizobiaceae (UID3695)	47	693	296	268	395	30	0	0	0	61.57	4.48	63.33
12C16O_72h_100_P16_coass_bin.5.fa	k__Bacteria (UID3187)	2258	188	117	38	131	18	0	1	0	91.17	9.40	16.67
12C16O_72h_100_P16_coass_bin.6.fa	o__Rhizobiales (UID3447)	356	413	248	102	299	12	0	0	0	72.74	2.81	8.33
12C16O_72h_100_P16_coass_bin.7.fa	k__Bacteria (UID203)	5449	102	57	63	34	5	0	0	0	58.21	8.77	0.00
12C16O_72h_100_P16_coass_bin.8.fa	k__Bacteria (UID3187)	2258	188	117	66	114	8	0	0	0	55.91	5.13	0.00
12C16O_72h_100_P16_coass_bin.9.fa	o__Rhizobiales (UID3654)	92	481	319	186	285	10	0	0	0	55.53	1.38	10.00
12C16O_72h_100_unf_bin.1.fa	c__Deltaproteobacteria (UID3216)	83	247	155	26	203	18	0	0	0	90.61	4.76	11.11
12C16O_72h_100_unf_bin.10.fa	k__Bacteria (UID203)	5449	104	58	66	35	3	0	0	0	51.72	2.59	33.33
12C16O_72h_100_unf_bin.11.fa	o__Actinomycetales (UID1697)	387	330	193	47	269	14	0	0	0	91.70	4.45	7.14
12C16O_72h_100_unf_bin.12.fa	k__Bacteria (UID203)	5449	104	58	46	53	5	0	0	0	78.56	6.03	80.00
12C16O_72h_100_unf_bin.13.fa	o__Actinomycetales (UID1697)	387	330	193	159	158	11	2	0	0	58.97	5.35	17.65
12C16O_72h_100_unf_bin.14.fa	o__Actinomycetales (UID1663)	488	310	185	68	239	3	0	0	0	78.22	1.62	0.00
12C16O_72h_100_unf_bin.15.fa	k__Bacteria (UID203)	5449	104	58	66	36	2	0	0	0	55.17	3.45	0.00
12C16O_72h_100_unf_bin.16.fa	c__Alphaproteobacteria (UID3305)	564	345	226	65	264	16	0	0	0	87.53	3.81	50.00
12C16O_72h_100_unf_bin.17.fa	p__Proteobacteria (UID3214)	2231	190	119	96	83	11	0	0	0	53.80	6.68	9.09
12C16O_72h_100_unf_bin.18.fa	k__Archaea (UID2)	207	145	103	17	126	2	0	0	0	90.31	1.94	0.00
12C16O_72h_100_unf_bin.19.fa	k__Bacteria (UID203)	5449	104	58	29	63	12	0	0	0	66.60	1.88	83.33
12C16O_72h_100_unf_bin.2.fa	k__Bacteria (UID2495)	2993	147	91	61	78	8	0	0	0	66.45	6.24	25.00
12C16O_72h_100_unf_bin.20.fa	k__Bacteria (UID203)	5449	104	58	60	41	2	1	0	0	58.51	6.90	20.00
12C16O_72h_100_unf_bin.21.fa	p__Actinobacteria (UID1454)	732	199	116	79	116	4	0	0	0	62.37	2.87	0.00
12C16O_72h_100_unf_bin.22.fa	f__Bradyrhizobiaceae (UID3695)	47	693	296	97	574	22	0	0	0	89.01	3.90	54.55
12C16O_72h_100_unf_bin.23.fa	k__Bacteria (UID203)	5449	104	58	68	33	3	0	0	0	50.63	5.17	66.67
12C16O_72h_100_unf_bin.24.fa	p__Proteobacteria (UID3880)	1495	261	164	28	231	2	0	0	0	93.90	1.22	50.00
12C16O_72h_100_unf_bin.25.fa	p__Actinobacteria (UID1454)	732	199	116	97	99	3	0	0	0	55.96	2.59	0.00
12C16O_72h_100_unf_bin.26.fa	k__Bacteria (UID1452)	924	158	106	0	157	1	0	0	0	100.00	0.94	0.00
12C16O_72h_100_unf_bin.27.fa	o__Rhizobiales (UID3654)	92	481	319	34	414	33	0	0	0	93.38	6.68	18.18
12C16O_72h_100_unf_bin.28.fa	o__Actinomycetales (UID1697)	387	330	193	149	178	3	0	0	0	60.00	0.82	0.00
12C16O_72h_100_unf_bin.29.fa	o__Rhizobiales (UID3654)	92	481	319	223	255	3	0	0	0	56.78	0.78	0.00
12C16O_72h_100_unf_bin.3.fa	k__Bacteria (UID1452)	924	161	108	26	128	7	0	0	0	91.33	5.40	28.57
12C16O_72h_100_unf_bin.30.fa	f__Bradyrhizobiaceae (UID3695)	47	693	296	207	451	34	1	0	0	74.08	5.87	70.27
12C16O_72h_100_unf_bin.31.fa	f__Xanthomonadaceae (UID4214)	55	659	290	103	547	9	0	0	0	88.79	1.30	11.11
12C16O_72h_100_unf_bin.32.fa	k__Bacteria (UID1452)	924	160	109	75	78	6	1	0	0	53.52	4.74	11.11
12C16O_72h_100_unf_bin.33.fa	p__Actinobacteria (UID1454)	732	199	116	12	179	8	0	0	0	94.14	4.60	0.00
12C16O_72h_100_unf_bin.34.fa	k__Bacteria (UID203)	5449	104	58	66	37	1	0	0	0	56.69	1.72	100.00
12C16O_72h_100_unf_bin.35.fa	o__Rhizobiales (UID3642)	107	485	316	172	306	7	0	0	0	62.71	1.90	0.00
12C16O_72h_100_unf_bin.36.fa	k__Bacteria (UID1452)	924	160	109	51	105	4	0	0	0	83.03	3.67	50.00
12C16O_72h_100_unf_bin.37.fa	k__Bacteria (UID203)	5449	104	58	63	35	6	0	0	0	62.07	9.48	66.67
12C16O_72h_100_unf_bin.38.fa	o__Rhizobiales (UID3642)	107	485	316	40	411	34	0	0	0	92.42	8.25	20.59
12C16O_72h_100_unf_bin.39.fa	p__Actinobacteria (UID1454)	732	200	117	34	147	18	1	0	0	84.12	8.56	19.05
12C16O_72h_100_unf_bin.4.fa	k__Bacteria (UID2982)	88	230	148	98	128	4	0	0	0	54.50	1.52	75.00
12C16O_72h_100_unf_bin.40.fa	k__Bacteria (UID203)	5449	104	58	64	39	1	0	0	0	55.67	1.72	0.00
12C16O_72h_100_unf_bin.41.fa	k__Bacteria (UID203)	5449	104	58	56	45	2	1	0	0	63.04	6.03	20.00
12C16O_72h_100_unf_bin.42.fa	o__Actinomycetales (UID1697)	387	330	193	7	316	7	0	0	0	97.24	1.42	28.57
12C16O_72h_100_unf_bin.43.fa	p__Actinobacteria (UID1454)	732	199	116	65	121	11	2	0	0	72.67	8.05	23.53
12C16O_72h_100_unf_bin.44.fa	k__Bacteria (UID1452)	924	160	109	41	110	9	0	0	0	83.66	5.79	33.33
12C16O_72h_100_unf_bin.45.fa	o__Rhizobiales (UID3654)	92	480	318	73	376	31	0	0	0	89.00	7.44	41.94
12C16O_72h_100_unf_bin.46.fa	k__Bacteria (UID203)	5449	104	58	54	50	0	0	0	0	69.28	0.00	0.00
12C16O_72h_100_unf_bin.47.fa	k__Bacteria (UID3187)	2258	188	117	87	97	4	0	0	0	63.64	3.42	25.00
12C16O_72h_100_unf_bin.48.fa	k__Bacteria (UID203)	5449	104	58	67	36	1	0	0	0	56.90	1.72	0.00
12C16O_72h_100_unf_bin.49.fa	k__Bacteria (UID203)	5449	102	57	65	34	3	0	0	0	52.09	3.51	0.00
12C16O_72h_100_unf_bin.5.fa	k__Bacteria (UID1453)	901	171	117	44	124	3	0	0	0	83.38	2.14	0.00
12C16O_72h_100_unf_bin.50.fa	k__Bacteria (UID203)	5449	104	58	60	36	2	6	0	0	55.25	8.46	10.00
12C16O_72h_100_unf_bin.51.fa	c__Alphaproteobacteria (UID3305)	564	345	226	153	184	8	0	0	0	56.44	2.33	12.50
12C16O_72h_100_unf_bin.6.fa	k__Bacteria (UID203)	5449	104	58	65	39	0	0	0	0	55.17	0.00	0.00
12C16O_72h_100_unf_bin.7.fa	k__Archaea (UID2)	207	145	103	12	131	2	0	0	0	91.26	1.94	0.00
12C16O_72h_100_unf_bin.8.fa	c__Alphaproteobacteria (UID3305)	564	349	230	120	220	9	0	0	0	69.81	2.06	22.22
12C16O_72h_100_unf_bin.9.fa	p__Actinobacteria (UID1454)	732	196	114	86	94	16	0	0	0	52.56	6.87	56.25
12C18O_168h_100_P08_coass_bin.1.fa	p__Actinobacteria (UID1454)	732	199	116	77	115	7	0	0	0	75.06	4.45	28.57
12C18O_168h_100_P08_coass_bin.10.fa	k__Bacteria (UID1452)	924	161	108	31	121	9	0	0	0	86.85	7.18	22.22
12C18O_168h_100_P08_coass_bin.11.fa	k__Bacteria (UID2495)	2993	147	91	60	79	8	0	0	0	71.30	5.49	37.50
12C18O_168h_100_P08_coass_bin.12.fa	k__Bacteria (UID1452)	924	160	109	29	120	11	0	0	0	81.81	2.96	63.64
12C18O_168h_100_P08_coass_bin.13.fa	k__Bacteria (UID203)	5449	102	57	42	39	19	2	0	0	55.07	8.29	20.00
12C18O_168h_100_P08_coass_bin.14.fa	k__Archaea (UID2)	207	145	103	74	62	9	0	0	0	52.25	6.80	55.56
12C18O_168h_100_P08_coass_bin.15.fa	k__Bacteria (UID1452)	924	161	108	72	86	3	0	0	0	55.71	2.16	33.33
12C18O_168h_100_P08_coass_bin.16.fa	k__Bacteria (UID203)	5449	104	58	43	42	12	3	4	0	56.57	9.59	13.33
12C18O_168h_100_P08_coass_bin.17.fa	k__Bacteria (UID1452)	924	158	106	7	151	0	0	0	0	94.34	0.00	0.00
12C18O_168h_100_P08_coass_bin.18.fa	p__Actinobacteria (UID1454)	732	199	116	57	129	13	0	0	0	73.51	6.90	15.38
12C18O_168h_100_P08_coass_bin.19.fa	k__Archaea (UID2)	207	145	103	7	135	3	0	0	0	94.90	2.91	0.00
12C18O_168h_100_P08_coass_bin.2.fa	c__Deltaproteobacteria (UID3216)	83	247	155	65	179	3	0	0	0	79.64	1.61	66.67
12C18O_168h_100_P08_coass_bin.20.fa	k__Bacteria (UID203)	5449	104	58	62	36	6	0	0	0	59.48	8.62	100.00
12C18O_168h_100_P08_coass_bin.21.fa	o__Actinomycetales (UID1697)	387	330	193	5	306	19	0	0	0	98.27	7.82	0.00
12C18O_168h_100_P08_coass_bin.22.fa	p__Proteobacteria (UID3880)	1495	261	164	15	245	1	0	0	0	93.19	0.03	0.00
12C18O_168h_100_P08_coass_bin.23.fa	k__Bacteria (UID2495)	2993	147	91	61	80	6	0	0	0	71.58	5.49	66.67
12C18O_168h_100_P08_coass_bin.24.fa	o__Rhizobiales (UID3642)	107	485	316	73	386	24	2	0	0	85.07	5.91	20.00
12C18O_168h_100_P08_coass_bin.25.fa	k__Bacteria (UID1453)	901	171	117	36	131	4	0	0	0	87.69	2.99	50.00
12C18O_168h_100_P08_coass_bin.26.fa	k__Bacteria (UID203)	5449	104	58	60	38	6	0	0	0	64.66	7.76	16.67
12C18O_168h_100_P08_coass_bin.27.fa	c__Alphaproteobacteria (UID3305)	564	345	226	84	235	23	3	0	0	82.91	9.73	15.62
12C18O_168h_100_P08_coass_bin.28.fa	k__Bacteria (UID3187)	2258	188	117	99	80	9	0	0	0	52.12	3.66	0.00
12C18O_168h_100_P08_coass_bin.29.fa	p__Actinobacteria (UID1454)	732	199	116	88	96	7	7	1	0	52.44	6.98	8.82
12C18O_168h_100_P08_coass_bin.3.fa	o__Burkholderiales (UID4000)	193	427	214	152	236	39	0	0	0	66.29	7.32	33.33
12C18O_168h_100_P08_coass_bin.30.fa	c__Alphaproteobacteria (UID3305)	564	345	226	181	158	3	3	0	0	52.53	3.55	41.67
12C18O_168h_100_P08_coass_bin.4.fa	k__Bacteria (UID203)	5449	104	58	51	47	6	0	0	0	67.01	8.78	50.00
12C18O_168h_100_P08_coass_bin.5.fa	k__Bacteria (UID2982)	88	230	148	70	155	5	0	0	0	67.22	2.07	20.00
12C18O_168h_100_P08_coass_bin.6.fa	p__Actinobacteria (UID1454)	732	200	117	24	161	15	0	0	0	86.60	7.46	6.67
12C18O_168h_100_P08_coass_bin.7.fa	k__Archaea (UID2)	207	145	103	5	133	7	0	0	0	96.60	1.42	28.57
12C18O_168h_100_P08_coass_bin.8.fa	o__Rhizobiales (UID3654)	92	481	319	28	418	35	0	0	0	93.73	7.40	28.57
12C18O_168h_100_P08_coass_bin.9.fa	c__Betaproteobacteria (UID3959)	235	419	211	101	307	10	1	0	0	82.15	3.46	23.08
12C18O_168h_100_P14_coass_bin.1.fa	k__Bacteria (UID2495)	2993	147	91	57	75	15	0	0	0	54.08	7.09	60.00
12C18O_168h_100_P14_coass_bin.10.fa	o__Actinomycetales (UID1663)	488	310	185	122	183	5	0	0	0	61.27	0.89	20.00
12C18O_168h_100_P14_coass_bin.11.fa	k__Bacteria (UID3187)	2258	188	117	76	107	5	0	0	0	67.68	4.27	40.00
12C18O_168h_100_P14_coass_bin.12.fa	p__Actinobacteria (UID1454)	732	196	114	95	91	10	0	0	0	52.17	6.32	30.00
12C18O_168h_100_P14_coass_bin.13.fa	o__Rhizobiales (UID3654)	92	480	318	198	273	8	1	0	0	64.75	2.41	36.36
12C18O_168h_100_P14_coass_bin.14.fa	c__Betaproteobacteria (UID3959)	235	419	211	126	288	5	0	0	0	69.48	1.46	20.00
12C18O_168h_100_P14_coass_bin.15.fa	k__Bacteria (UID203)	5449	104	58	60	42	2	0	0	0	60.13	3.45	0.00
12C18O_168h_100_P14_coass_bin.17.fa	p__Actinobacteria (UID1454)	732	199	116	67	129	3	0	0	0	72.05	2.16	66.67
12C18O_168h_100_P14_coass_bin.18.fa	k__Bacteria (UID1452)	924	161	108	25	124	12	0	0	0	87.46	6.17	41.67
12C18O_168h_100_P14_coass_bin.2.fa	k__Bacteria (UID1452)	924	161	108	13	138	10	0	0	0	95.03	6.39	30.00
12C18O_168h_100_P14_coass_bin.20.fa	k__Archaea (UID2)	207	145	103	7	123	15	0	0	0	94.17	3.81	33.33
12C18O_168h_100_P14_coass_bin.21.fa	k__Bacteria (UID1452)	924	158	106	0	158	0	0	0	0	100.00	0.00	0.00
12C18O_168h_100_P14_coass_bin.22.fa	k__Bacteria (UID203)	5449	104	58	52	52	0	0	0	0	65.99	0.00	0.00
12C18O_168h_100_P14_coass_bin.23.fa	c__Deltaproteobacteria (UID3216)	83	247	155	92	151	3	1	0	0	66.65	3.23	0.00
12C18O_168h_100_P14_coass_bin.24.fa	p__Actinobacteria (UID1454)	732	199	116	87	99	13	0	0	0	56.09	5.79	7.69
12C18O_168h_100_P14_coass_bin.25.fa	p__Actinobacteria (UID1454)	732	199	116	28	148	21	2	0	0	87.33	8.48	3.70
12C18O_168h_100_P14_coass_bin.26.fa	p__Actinobacteria (UID1454)	732	199	116	83	112	4	0	0	0	68.52	3.45	0.00
12C18O_168h_100_P14_coass_bin.27.fa	o__Actinomycetales (UID1697)	387	330	193	47	267	16	0	0	0	89.37	6.27	12.50
12C18O_168h_100_P14_coass_bin.28.fa	f__Bradyrhizobiaceae (UID3695)	47	693	296	301	382	10	0	0	0	63.36	1.24	30.00
12C18O_168h_100_P14_coass_bin.29.fa	o__Rhizobiales (UID3642)	107	485	316	180	295	10	0	0	0	61.75	1.58	20.00
12C18O_168h_100_P14_coass_bin.3.fa	k__Bacteria (UID2495)	2993	147	91	78	66	3	0	0	0	49.28	3.30	33.33
12C18O_168h_100_P14_coass_bin.30.fa	k__Bacteria (UID1453)	901	171	117	25	142	4	0	0	0	87.27	2.28	50.00
12C18O_168h_100_P14_coass_bin.31.fa	k__Bacteria (UID203)	5449	104	58	68	36	0	0	0	0	52.76	0.00	0.00
12C18O_168h_100_P14_coass_bin.32.fa	k__Bacteria (UID1452)	924	160	109	50	104	6	0	0	0	74.47	5.50	33.33
12C18O_168h_100_P14_coass_bin.33.fa	c__Alphaproteobacteria (UID3305)	564	345	226	57	273	15	0	0	0	91.08	5.64	46.67
12C18O_168h_100_P14_coass_bin.34.fa	o__Actinomycetales (UID1697)	387	330	193	6	317	7	0	0	0	97.75	0.78	0.00
12C18O_168h_100_P14_coass_bin.35.fa	k__Bacteria (UID2495)	2993	147	91	26	116	4	1	0	0	87.56	6.59	42.86
12C18O_168h_100_P14_coass_bin.36.fa	p__Proteobacteria (UID3880)	1495	261	164	90	151	14	6	0	0	61.20	5.39	3.12
12C18O_168h_100_P14_coass_bin.37.fa	k__Bacteria (UID203)	5449	104	58	65	34	4	1	0	0	54.48	6.90	14.29
12C18O_168h_100_P14_coass_bin.38.fa	k__Bacteria (UID203)	5449	104	58	68	34	2	0	0	0	50.31	2.59	50.00
12C18O_168h_100_P14_coass_bin.4.fa	k__Archaea (UID2)	207	145	103	8	132	5	0	0	0	93.93	2.17	60.00
12C18O_168h_100_P14_coass_bin.40.fa	c__Alphaproteobacteria (UID3305)	564	345	226	167	166	12	0	0	0	50.64	3.84	41.67
12C18O_168h_100_P14_coass_bin.5.fa	o__Actinomycetales (UID1697)	387	330	193	131	179	19	1	0	0	64.52	6.81	27.27
12C18O_168h_100_P14_coass_bin.6.fa	k__Bacteria (UID2982)	88	230	148	37	185	8	0	0	0	80.20	2.91	100.00
12C18O_168h_100_P14_coass_bin.7.fa	o__Rhizobiales (UID3654)	92	481	319	27	421	33	0	0	0	93.71	6.95	30.30
12C18O_168h_100_P14_coass_bin.8.fa	k__Bacteria (UID203)	5449	104	58	47	51	6	0	0	0	83.10	9.48	16.67
12C18O_168h_100_P14_coass_bin.9.fa	f__Bradyrhizobiaceae (UID3695)	47	693	296	200	446	47	0	0	0	74.28	6.55	63.83
12C18O_168h_100_P16_coass_bin.1.fa	k__Bacteria (UID1452)	924	160	109	69	79	12	0	0	0	67.43	7.40	33.33
12C18O_168h_100_P16_coass_bin.10.fa	o__Actinomycetales (UID1697)	387	330	193	113	209	8	0	0	0	66.41	0.69	12.50
12C18O_168h_100_P16_coass_bin.11.fa	k__Bacteria (UID203)	5449	104	58	62	39	3	0	0	0	59.83	4.31	66.67
12C18O_168h_100_P16_coass_bin.12.fa	p__Actinobacteria (UID1454)	732	200	117	32	161	5	2	0	0	90.84	4.42	9.09
12C18O_168h_100_P16_coass_bin.13.fa	p__Proteobacteria (UID3880)	1495	261	164	114	139	8	0	0	0	59.90	4.07	0.00
12C18O_168h_100_P16_coass_bin.14.fa	o__Rhizobiales (UID3642)	107	485	316	90	378	17	0	0	0	83.00	3.77	5.88
12C18O_168h_100_P16_coass_bin.15.fa	k__Bacteria (UID2495)	2993	147	91	51	88	8	0	0	0	55.03	4.76	12.50
12C18O_168h_100_P16_coass_bin.16.fa	o__Rhizobiales (UID3654)	92	481	319	175	299	7	0	0	0	65.64	1.49	14.29
12C18O_168h_100_P16_coass_bin.17.fa	c__Alphaproteobacteria (UID3305)	564	345	226	107	210	26	2	0	0	73.03	9.23	40.62
12C18O_168h_100_P16_coass_bin.18.fa	c__Betaproteobacteria (UID3959)	235	419	211	148	266	5	0	0	0	66.45	1.23	40.00
